ID,Name,StudyHours,Attendance,Marks,Grades,Result,PerformanceScore
410,Student_410,1.8,93,96.2,A,Pass,77.0
415,Student_415,6.7,97,98.9,A,Pass,80.3
432,Student_432,7.9,81,91.6,A,Pass,73.8
441,Student_441,1.8,71,96.7,A,Pass,75.1
442,Student_442,9.9,100,91.0,A,Pass,75.7
461,Student_461,2.1,82,92.7,A,Pass,73.5
462,Student_462,6.8,82,92.8,A,Pass,74.5
463,Student_463,7.7,90,92.2,A,Pass,75.1
466,Student_466,4.4,82,99.1,A,Pass,78.4
479,Student_479,9.7,91,97.9,A,Pass,79.6
488,Student_488,3.5,58,94.9,A,Pass,72.9
494,Student_494,2.7,61,91.4,A,Pass,70.6
495,Student_495,5.2,57,94.4,A,Pass,72.8
497,Student_497,6.3,99,99.0,A,Pass,80.5
501,Student_501,7.3,56,93.6,A,Pass,72.6
507,Student_507,9.2,71,92.9,A,Pass,74.0
510,Student_510,7.5,90,98.0,A,Pass,79.1
512,Student_512,4.8,63,99.0,A,Pass,76.6
516,Student_516,1.2,72,92.9,A,Pass,72.5
527,Student_527,4.7,78,91.5,A,Pass,72.8
551,Student_551,5.7,70,90.5,A,Pass,71.5
553,Student_553,6.0,73,98.7,A,Pass,77.6
561,Student_561,7.3,99,91.3,A,Pass,75.3
563,Student_563,2.2,100,90.2,A,Pass,73.6
573,Student_573,4.6,55,96.3,A,Pass,73.8
574,Student_574,6.6,88,92.3,A,Pass,74.7
579,Student_579,5.4,52,94.4,A,Pass,72.4
585,Student_585,6.7,82,91.9,A,Pass,73.9
588,Student_588,2.2,57,98.6,A,Pass,75.2
593,Student_593,2.6,91,95.1,A,Pass,76.2
595,Student_595,9.1,63,91.5,A,Pass,72.2
597,Student_597,7.0,51,94.6,A,Pass,72.7
601,Student_601,2.5,94,97.8,A,Pass,78.4
606,Student_606,5.1,74,92.4,A,Pass,73.1
620,Student_620,7.7,61,94.2,A,Pass,73.6
621,Student_621,2.7,85,91.1,A,Pass,72.8
631,Student_631,7.4,59,99.7,A,Pass,77.2
639,Student_639,3.4,69,94.6,A,Pass,73.8
642,Student_642,3.9,61,92.7,A,Pass,71.8
650,Student_650,5.5,61,93.6,A,Pass,72.7
662,Student_662,9.9,63,97.0,A,Pass,76.2
692,Student_692,4.8,99,95.9,A,Pass,78.0
699,Student_699,2.4,65,92.5,A,Pass,71.7
702,Student_702,1.5,57,99.6,A,Pass,75.7
708,Student_708,8.3,81,94.5,A,Pass,75.9
713,Student_713,5.2,96,97.3,A,Pass,78.8
732,Student_732,8.3,95,96.5,A,Pass,78.7
739,Student_739,5.0,63,94.8,A,Pass,73.7
741,Student_741,5.2,54,92.4,A,Pass,71.1
744,Student_744,5.5,77,94.1,A,Pass,74.7
759,Student_759,9.0,53,90.7,A,Pass,70.6
769,Student_769,4.1,62,91.5,A,Pass,71.1
770,Student_770,8.4,90,95.0,A,Pass,77.2
782,Student_782,5.9,61,93.4,A,Pass,72.7
796,Student_796,8.8,75,99.3,A,Pass,78.8
803,Student_803,6.2,51,97.8,A,Pass,74.8
813,Student_813,2.1,77,94.0,A,Pass,73.9
815,Student_815,8.8,75,97.4,A,Pass,77.4
817,Student_817,6.3,61,93.3,A,Pass,72.7
820,Student_820,4.0,97,99.0,A,Pass,79.8
822,Student_822,1.0,64,97.7,A,Pass,75.0
831,Student_831,3.0,99,90.0,A,Pass,73.5
839,Student_839,6.2,96,98.0,A,Pass,79.4
848,Student_848,10.0,62,99.6,A,Pass,77.9
849,Student_849,5.5,71,92.8,A,Pass,73.2
859,Student_859,6.1,77,97.8,A,Pass,77.4
860,Student_860,1.6,84,94.6,A,Pass,74.9
863,Student_863,5.7,91,92.2,A,Pass,74.8
869,Student_869,8.8,62,92.6,A,Pass,72.8
870,Student_870,9.5,53,96.6,A,Pass,74.8
873,Student_873,6.8,79,98.9,A,Pass,78.5
875,Student_875,1.2,56,91.8,A,Pass,70.1
885,Student_885,8.2,91,91.9,A,Pass,75.1
886,Student_886,2.6,85,98.8,A,Pass,78.2
891,Student_891,7.5,93,97.4,A,Pass,79.0
894,Student_894,4.6,96,91.2,A,Pass,74.4
896,Student_896,2.8,71,90.8,A,Pass,71.2
897,Student_897,3.6,70,93.6,A,Pass,73.2
899,Student_899,1.1,77,93.0,A,Pass,73.0
903,Student_903,2.6,64,95.6,A,Pass,73.8
915,Student_915,6.0,99,97.4,A,Pass,79.3
930,Student_930,3.3,98,90.8,A,Pass,74.0
941,Student_941,3.5,84,96.9,A,Pass,76.9
943,Student_943,6.9,56,97.3,A,Pass,75.1
957,Student_957,5.7,91,95.8,A,Pass,77.3
959,Student_959,2.5,90,94.4,A,Pass,75.6
964,Student_964,4.5,95,98.7,A,Pass,79.5
969,Student_969,6.1,91,93.3,A,Pass,75.6
998,Student_998,2.2,99,90.4,A,Pass,73.6
