ID,Name,StudyHours,Attendance,Marks,Grades,Result,PerformanceScore
176,Student_176,2.6,62,44.0,D,Pass,37.5
178,Student_178,4.5,74,49.0,D,Pass,42.6
179,Student_179,9.4,58,84.2,C,Pass,66.6
180,Student_180,2.2,53,70.7,C,Pass,55.2
181,Student_181,4.1,63,80.8,C,Pass,63.7
184,Student_184,8.9,60,83.0,C,Pass,65.9
186,Student_186,6.9,52,44.3,D,Pass,37.6
189,Student_189,5.8,58,84.3,C,Pass,66.0
190,Student_190,3.2,52,61.2,C,Pass,48.7
191,Student_191,1.8,74,57.8,D,Pass,48.2
193,Student_193,9.1,61,86.5,B,Pass,68.5
195,Student_195,4.1,58,51.1,D,Pass,42.4
196,Student_196,4.1,64,50.4,D,Pass,42.5
198,Student_198,9.1,74,70.0,C,Pass,58.2
199,Student_199,9.0,54,85.9,B,Pass,67.3
200,Student_200,8.0,60,55.9,D,Pass,46.7
202,Student_202,1.8,73,44.9,D,Pass,39.1
203,Student_203,2.5,64,98.1,A,Pass,75.6
205,Student_205,6.5,57,86.2,B,Pass,67.3
206,Student_206,1.1,54,77.5,C,Pass,59.9
209,Student_209,1.0,67,47.3,D,Pass,40.0
210,Student_210,2.4,55,76.9,C,Pass,59.8
213,Student_213,6.9,62,71.8,C,Pass,57.8
215,Student_215,7.4,54,98.1,A,Pass,75.6
216,Student_216,3.1,62,87.9,B,Pass,68.4
217,Student_217,3.9,66,57.6,D,Pass,47.7
224,Student_224,4.3,52,47.7,D,Pass,39.4
229,Student_229,9.0,62,65.9,C,Pass,54.1
232,Student_232,5.5,55,96.6,A,Pass,74.2
233,Student_233,6.2,73,54.4,D,Pass,46.6
234,Student_234,5.4,68,47.3,D,Pass,41.0
235,Student_235,2.8,65,70.0,C,Pass,56.1
241,Student_241,9.5,62,90.8,A,Pass,71.7
244,Student_244,4.3,74,85.3,B,Pass,68.0
249,Student_249,9.7,56,79.4,C,Pass,63.1
250,Student_250,8.7,54,50.6,D,Pass,42.6
255,Student_255,2.5,72,49.9,D,Pass,42.6
257,Student_257,9.4,59,83.6,C,Pass,66.3
263,Student_263,2.3,67,72.5,C,Pass,57.9
265,Student_265,8.9,51,70.5,C,Pass,56.2
266,Student_266,7.7,63,57.9,D,Pass,48.4
267,Student_267,7.3,62,73.9,C,Pass,59.4
269,Student_269,4.2,61,92.4,A,Pass,71.6
271,Student_271,8.3,51,85.7,B,Pass,66.7
273,Student_273,8.8,62,67.7,C,Pass,55.4
278,Student_278,6.8,66,46.0,D,Pass,40.2
282,Student_282,4.0,73,73.3,C,Pass,59.4
286,Student_286,1.3,55,61.3,C,Pass,48.7
287,Student_287,5.2,68,87.0,B,Pass,68.7
289,Student_289,3.6,56,40.3,D,Pass,34.5
290,Student_290,6.3,59,85.7,B,Pass,67.2
295,Student_295,2.1,64,62.1,C,Pass,50.3
299,Student_299,6.6,71,92.6,A,Pass,73.2
300,Student_300,1.8,53,99.8,A,Pass,75.5
301,Student_301,1.5,69,62.1,C,Pass,50.7
305,Student_305,7.5,53,75.6,C,Pass,59.7
307,Student_307,5.6,66,64.8,C,Pass,53.1
308,Student_308,3.9,61,81.7,C,Pass,64.1
309,Student_309,8.2,71,40.2,D,Pass,36.9
310,Student_310,3.4,66,77.2,C,Pass,61.3
311,Student_311,5.0,59,61.3,C,Pass,49.8
312,Student_312,1.7,50,87.7,B,Pass,66.7
313,Student_313,1.2,71,45.6,D,Pass,39.3
315,Student_315,8.5,67,68.9,C,Pass,56.6
317,Student_317,4.7,63,43.9,D,Pass,38.0
320,Student_320,3.3,61,73.6,C,Pass,58.3
323,Student_323,6.9,61,88.3,B,Pass,69.3
324,Student_324,3.5,56,56.2,D,Pass,45.6
326,Student_326,7.6,60,69.9,C,Pass,56.4
328,Student_328,6.5,55,43.5,D,Pass,37.2
330,Student_330,3.2,64,87.1,B,Pass,68.0
333,Student_333,1.1,60,71.0,C,Pass,55.9
334,Student_334,2.0,72,66.4,C,Pass,54.1
340,Student_340,1.9,53,75.9,C,Pass,58.8
341,Student_341,5.4,66,84.1,C,Pass,66.5
343,Student_343,2.6,62,96.0,A,Pass,73.9
346,Student_346,6.5,64,78.2,C,Pass,62.4
349,Student_349,4.4,60,64.6,C,Pass,52.1
351,Student_351,5.5,51,63.0,C,Pass,50.3
353,Student_353,6.9,63,75.3,C,Pass,60.4
354,Student_354,2.5,69,51.1,D,Pass,43.2
355,Student_355,1.6,71,61.7,C,Pass,50.6
356,Student_356,6.8,60,60.1,C,Pass,49.4
358,Student_358,6.3,52,41.5,D,Pass,35.5
359,Student_359,9.5,66,89.9,B,Pass,71.4
363,Student_363,5.1,70,96.4,A,Pass,75.5
365,Student_365,9.5,65,65.8,C,Pass,54.5
367,Student_367,9.7,69,90.5,A,Pass,72.2
368,Student_368,9.1,55,51.2,D,Pass,43.2
369,Student_369,2.8,68,88.2,B,Pass,69.1
370,Student_370,1.6,54,67.5,C,Pass,53.0
371,Student_371,1.9,52,69.0,C,Pass,53.9
372,Student_372,1.2,50,48.0,D,Pass,38.8
374,Student_374,7.1,64,83.7,C,Pass,66.4
378,Student_378,1.2,74,85.9,B,Pass,67.8
379,Student_379,8.3,73,49.5,D,Pass,43.6
380,Student_380,3.5,61,76.6,C,Pass,60.4
381,Student_381,2.1,67,48.1,D,Pass,40.8
382,Student_382,7.3,64,85.1,B,Pass,67.4
384,Student_384,8.9,65,97.4,A,Pass,76.5
386,Student_386,8.2,57,43.4,D,Pass,37.7
388,Student_388,2.6,74,55.7,D,Pass,46.9
389,Student_389,7.8,66,54.8,D,Pass,46.5
391,Student_391,9.9,57,55.0,D,Pass,46.2
392,Student_392,4.7,64,56.3,D,Pass,46.7
396,Student_396,9.4,56,43.9,D,Pass,38.2
397,Student_397,8.7,52,69.3,C,Pass,55.4
400,Student_400,7.8,73,94.4,A,Pass,74.9
401,Student_401,1.9,52,70.0,C,Pass,54.6
402,Student_402,9.1,69,71.9,C,Pass,59.0
404,Student_404,8.4,64,60.8,C,Pass,50.6
405,Student_405,3.9,74,94.0,A,Pass,74.0
407,Student_407,4.5,63,79.8,C,Pass,63.1
408,Student_408,1.1,56,97.8,A,Pass,74.3
409,Student_409,9.1,66,73.6,C,Pass,59.9
411,Student_411,3.9,69,43.1,D,Pass,37.8
413,Student_413,9.6,58,55.6,D,Pass,46.6
416,Student_416,5.0,71,55.4,D,Pass,46.9
417,Student_417,3.6,51,79.3,C,Pass,61.3
418,Student_418,4.0,73,51.9,D,Pass,44.4
419,Student_419,7.1,57,73.9,C,Pass,58.9
420,Student_420,7.8,60,67.8,C,Pass,55.0
421,Student_421,8.1,62,70.0,C,Pass,56.8
422,Student_422,8.1,66,76.5,C,Pass,61.8
423,Student_423,1.8,57,61.0,C,Pass,48.8
424,Student_424,5.4,70,46.8,D,Pass,40.8
425,Student_425,1.5,67,49.1,D,Pass,41.4
427,Student_427,5.0,67,55.1,D,Pass,46.3
433,Student_433,6.6,60,83.4,C,Pass,65.7
435,Student_435,1.8,74,82.5,C,Pass,65.5
439,Student_439,7.4,57,69.1,C,Pass,55.5
440,Student_440,1.7,60,49.9,D,Pass,41.3
441,Student_441,1.8,71,96.7,A,Pass,75.1
443,Student_443,4.4,73,80.1,C,Pass,64.2
445,Student_445,8.3,66,64.7,C,Pass,53.6
446,Student_446,9.5,61,79.1,C,Pass,63.4
449,Student_449,4.4,64,70.8,C,Pass,56.8
450,Student_450,1.8,65,88.4,B,Pass,68.7
451,Student_451,8.0,71,67.6,C,Pass,56.0
453,Student_453,4.8,69,87.2,B,Pass,68.9
455,Student_455,2.0,59,55.5,D,Pass,45.1
460,Student_460,2.1,51,52.3,D,Pass,42.1
464,Student_464,6.3,62,54.3,D,Pass,45.5
467,Student_467,3.6,62,86.3,B,Pass,67.3
469,Student_469,3.0,71,43.9,D,Pass,38.4
471,Student_471,1.1,51,70.0,C,Pass,54.3
477,Student_477,1.7,64,62.8,C,Pass,50.7
483,Student_483,5.1,60,87.6,B,Pass,68.3
484,Student_484,6.6,52,74.7,C,Pass,58.8
485,Student_485,6.3,55,78.1,C,Pass,61.4
486,Student_486,9.1,58,87.9,B,Pass,69.1
487,Student_487,1.4,55,63.8,C,Pass,50.4
488,Student_488,3.5,58,94.9,A,Pass,72.9
494,Student_494,2.7,61,91.4,A,Pass,70.6
495,Student_495,5.2,57,94.4,A,Pass,72.8
496,Student_496,4.2,57,56.6,D,Pass,46.2
499,Student_499,9.8,69,52.1,D,Pass,45.3
501,Student_501,7.3,56,93.6,A,Pass,72.6
502,Student_502,5.8,60,79.3,C,Pass,62.7
503,Student_503,3.8,69,49.1,D,Pass,42.0
504,Student_504,8.3,65,66.4,C,Pass,54.6
505,Student_505,7.2,53,76.9,C,Pass,60.6
506,Student_506,2.5,55,45.0,D,Pass,37.5
507,Student_507,9.2,71,92.9,A,Pass,74.0
509,Student_509,9.5,52,70.3,C,Pass,56.3
512,Student_512,4.8,63,99.0,A,Pass,76.6
513,Student_513,9.4,60,80.1,C,Pass,64.0
514,Student_514,8.8,67,78.1,C,Pass,63.1
515,Student_515,1.4,61,50.0,D,Pass,41.4
516,Student_516,1.2,72,92.9,A,Pass,72.5
517,Student_517,4.4,61,65.6,C,Pass,52.9
518,Student_518,8.3,62,49.7,D,Pass,42.7
519,Student_519,9.9,74,40.8,D,Pass,37.9
522,Student_522,4.4,68,83.2,C,Pass,65.9
526,Student_526,5.2,57,51.2,D,Pass,42.6
531,Student_531,8.3,67,58.9,D,Pass,49.6
532,Student_532,10.0,55,68.3,C,Pass,55.3
533,Student_533,10.0,67,89.3,B,Pass,71.2
534,Student_534,6.0,68,67.6,C,Pass,55.3
535,Student_535,7.9,71,61.5,C,Pass,51.7
539,Student_539,5.1,52,50.4,D,Pass,41.5
541,Student_541,9.6,59,89.6,B,Pass,70.5
545,Student_545,6.6,64,60.9,C,Pass,50.3
547,Student_547,2.0,56,84.9,C,Pass,65.4
548,Student_548,7.0,61,79.1,C,Pass,62.9
551,Student_551,5.7,70,90.5,A,Pass,71.5
553,Student_553,6.0,73,98.7,A,Pass,77.6
554,Student_554,6.0,69,78.0,C,Pass,62.7
556,Student_556,4.6,53,80.6,C,Pass,62.6
559,Student_559,7.8,69,44.2,D,Pass,39.4
560,Student_560,6.6,73,50.5,D,Pass,44.0
569,Student_569,9.1,51,52.8,D,Pass,43.9
570,Student_570,4.1,64,42.0,D,Pass,36.6
573,Student_573,4.6,55,96.3,A,Pass,73.8
578,Student_578,9.3,61,55.6,D,Pass,46.9
579,Student_579,5.4,52,94.4,A,Pass,72.4
581,Student_581,5.1,67,73.6,C,Pass,59.2
583,Student_583,5.4,70,66.8,C,Pass,54.8
584,Student_584,4.0,64,67.6,C,Pass,54.5
588,Student_588,2.2,57,98.6,A,Pass,75.2
592,Student_592,6.8,72,84.4,C,Pass,67.6
595,Student_595,9.1,63,91.5,A,Pass,72.2
596,Student_596,5.3,63,57.5,D,Pass,47.6
597,Student_597,7.0,51,94.6,A,Pass,72.7
599,Student_599,2.7,54,88.3,B,Pass,67.8
604,Student_604,1.8,63,89.8,B,Pass,69.5
606,Student_606,5.1,74,92.4,A,Pass,73.1
607,Student_607,2.9,69,46.8,D,Pass,40.2
608,Student_608,4.3,51,82.2,C,Pass,63.5
610,Student_610,7.2,55,45.8,D,Pass,39.0
611,Student_611,1.4,66,54.5,D,Pass,45.0
612,Student_612,8.2,74,70.0,C,Pass,58.0
614,Student_614,1.7,51,58.1,D,Pass,46.1
617,Student_617,1.5,54,58.0,D,Pass,46.3
618,Student_618,3.5,50,84.6,C,Pass,64.9
620,Student_620,7.7,61,94.2,A,Pass,73.6
623,Student_623,4.3,72,75.6,C,Pass,61.0
626,Student_626,4.3,60,44.7,D,Pass,38.2
627,Student_627,5.2,59,54.4,D,Pass,45.0
628,Student_628,7.7,52,87.7,B,Pass,68.1
629,Student_629,1.3,63,42.1,D,Pass,36.0
630,Student_630,3.3,65,75.0,C,Pass,59.7
631,Student_631,7.4,59,99.7,A,Pass,77.2
633,Student_633,5.6,59,70.0,C,Pass,56.0
634,Student_634,5.8,61,43.8,D,Pass,37.9
637,Student_637,5.8,50,46.9,D,Pass,39.0
638,Student_638,3.2,54,45.6,D,Pass,38.0
639,Student_639,3.4,69,94.6,A,Pass,73.8
640,Student_640,4.4,57,80.2,C,Pass,62.7
642,Student_642,3.9,61,92.7,A,Pass,71.8
643,Student_643,2.9,50,74.3,C,Pass,57.6
644,Student_644,3.9,69,71.0,C,Pass,57.4
650,Student_650,5.5,61,93.6,A,Pass,72.7
657,Student_657,3.6,64,70.7,C,Pass,56.6
658,Student_658,4.3,55,46.3,D,Pass,38.8
660,Student_660,6.1,69,69.3,C,Pass,56.6
662,Student_662,9.9,63,97.0,A,Pass,76.2
663,Student_663,6.5,51,76.0,C,Pass,59.6
664,Student_664,3.1,58,84.6,C,Pass,65.6
666,Student_666,2.4,69,78.0,C,Pass,62.0
669,Student_669,2.7,50,61.7,C,Pass,48.7
671,Student_671,2.6,55,42.7,D,Pass,35.9
673,Student_673,1.7,54,56.6,D,Pass,45.4
677,Student_677,2.0,63,51.8,D,Pass,43.0
678,Student_678,4.6,61,76.6,C,Pass,60.6
680,Student_680,8.8,69,52.4,D,Pass,45.3
682,Student_682,3.3,73,40.3,D,Pass,36.2
685,Student_685,9.4,74,42.2,D,Pass,38.8
693,Student_693,5.6,72,63.8,C,Pass,53.0
696,Student_696,6.5,69,46.8,D,Pass,41.0
697,Student_697,3.6,72,60.7,C,Pass,50.4
699,Student_699,2.4,65,92.5,A,Pass,71.7
702,Student_702,1.5,57,99.6,A,Pass,75.7
704,Student_704,2.2,70,56.5,D,Pass,47.0
705,Student_705,1.6,50,63.7,C,Pass,49.9
706,Student_706,9.9,57,65.3,C,Pass,53.4
710,Student_710,7.1,54,76.5,C,Pass,60.4
712,Student_712,6.4,71,89.4,B,Pass,71.0
715,Student_715,4.1,50,40.1,D,Pass,33.9
718,Student_718,9.7,59,55.5,D,Pass,46.7
721,Student_721,9.4,67,81.2,C,Pass,65.4
722,Student_722,2.6,66,46.9,D,Pass,40.0
724,Student_724,7.7,57,67.4,C,Pass,54.4
728,Student_728,8.2,61,85.1,B,Pass,67.3
730,Student_730,2.5,57,44.8,D,Pass,37.6
731,Student_731,2.5,74,61.3,C,Pass,50.8
733,Student_733,7.0,53,80.1,C,Pass,62.8
735,Student_735,4.2,50,61.7,C,Pass,49.0
736,Student_736,8.9,68,75.6,C,Pass,61.5
738,Student_738,8.3,65,78.2,C,Pass,62.9
739,Student_739,5.0,63,94.8,A,Pass,73.7
741,Student_741,5.2,54,92.4,A,Pass,71.1
745,Student_745,3.1,51,44.0,D,Pass,36.5
747,Student_747,4.5,55,48.5,D,Pass,40.3
748,Student_748,5.9,58,40.7,D,Pass,35.5
751,Student_751,2.1,74,69.2,C,Pass,56.3
753,Student_753,6.6,62,42.6,D,Pass,37.3
754,Student_754,4.0,58,47.4,D,Pass,39.8
755,Student_755,2.3,62,73.5,C,Pass,58.1
758,Student_758,5.8,60,79.1,C,Pass,62.5
759,Student_759,9.0,53,90.7,A,Pass,70.6
763,Student_763,3.2,53,56.5,D,Pass,45.5
765,Student_765,1.3,68,87.3,B,Pass,68.2
766,Student_766,6.1,55,66.8,C,Pass,53.5
768,Student_768,8.9,67,89.3,B,Pass,71.0
769,Student_769,4.1,62,91.5,A,Pass,71.1
771,Student_771,2.0,72,65.9,C,Pass,53.7
772,Student_772,8.6,68,59.1,D,Pass,49.9
774,Student_774,4.6,60,62.3,C,Pass,50.5
775,Student_775,8.2,50,76.1,C,Pass,59.9
776,Student_776,2.3,73,82.3,C,Pass,65.4
777,Student_777,3.1,56,81.3,C,Pass,63.1
778,Student_778,7.5,74,62.5,C,Pass,52.6
779,Student_779,7.5,70,50.0,D,Pass,43.5
780,Student_780,6.8,64,65.8,C,Pass,53.8
781,Student_781,7.2,50,48.6,D,Pass,40.5
782,Student_782,5.9,61,93.4,A,Pass,72.7
783,Student_783,3.3,56,60.8,C,Pass,48.8
784,Student_784,4.1,64,49.3,D,Pass,41.7
785,Student_785,2.6,70,41.5,D,Pass,36.6
786,Student_786,9.2,68,78.7,C,Pass,63.7
788,Student_788,4.6,74,60.4,C,Pass,50.6
797,Student_797,9.4,60,67.2,C,Pass,54.9
799,Student_799,7.3,57,48.4,D,Pass,41.0
801,Student_801,7.4,63,41.7,D,Pass,37.0
802,Student_802,2.4,59,70.3,C,Pass,55.6
803,Student_803,6.2,51,97.8,A,Pass,74.8
805,Student_805,4.8,58,42.3,D,Pass,36.4
806,Student_806,7.6,52,41.9,D,Pass,36.1
807,Student_807,9.4,70,63.3,C,Pass,53.2
809,Student_809,5.1,57,41.4,D,Pass,35.7
811,Student_811,9.9,51,67.5,C,Pass,54.3
812,Student_812,8.6,55,57.4,D,Pass,47.4
816,Student_816,5.7,74,58.8,D,Pass,49.7
817,Student_817,6.3,61,93.3,A,Pass,72.7
818,Student_818,4.6,54,76.2,C,Pass,59.7
822,Student_822,1.0,64,97.7,A,Pass,75.0
825,Student_825,5.8,64,60.4,C,Pass,49.8
828,Student_828,4.1,72,70.0,C,Pass,57.0
829,Student_829,7.6,55,72.5,C,Pass,57.8
835,Student_835,5.5,70,51.7,D,Pass,44.3
836,Student_836,4.8,72,43.5,D,Pass,38.6
838,Student_838,4.3,65,56.2,D,Pass,46.7
840,Student_840,6.7,64,73.5,C,Pass,59.2
841,Student_841,1.1,74,60.8,C,Pass,50.2
843,Student_843,2.6,60,48.4,D,Pass,40.4
845,Student_845,2.3,64,77.6,C,Pass,61.2
846,Student_846,4.7,53,69.3,C,Pass,54.8
847,Student_847,1.8,70,64.1,C,Pass,52.2
848,Student_848,10.0,62,99.6,A,Pass,77.9
849,Student_849,5.5,71,92.8,A,Pass,73.2
850,Student_850,6.4,68,70.0,C,Pass,57.1
852,Student_852,7.7,63,77.2,C,Pass,61.9
853,Student_853,2.9,53,52.1,D,Pass,42.3
861,Student_861,8.0,57,83.3,C,Pass,65.6
862,Student_862,5.1,65,72.0,C,Pass,57.9
866,Student_866,6.0,67,47.5,D,Pass,41.2
867,Student_867,2.4,51,87.7,B,Pass,67.0
869,Student_869,8.8,62,92.6,A,Pass,72.8
870,Student_870,9.5,53,96.6,A,Pass,74.8
872,Student_872,3.4,74,67.8,C,Pass,55.5
874,Student_874,4.7,60,69.0,C,Pass,55.2
875,Student_875,1.2,56,91.8,A,Pass,70.1
878,Student_878,6.9,59,57.1,D,Pass,47.2
880,Student_880,3.0,62,85.7,B,Pass,66.8
882,Student_882,7.0,56,70.7,C,Pass,56.5
887,Student_887,6.9,69,64.5,C,Pass,53.4
888,Student_888,3.1,53,89.7,B,Pass,68.7
889,Student_889,1.9,56,70.0,C,Pass,55.0
890,Student_890,3.2,50,74.4,C,Pass,57.7
895,Student_895,7.0,62,66.3,C,Pass,54.0
896,Student_896,2.8,71,90.8,A,Pass,71.2
897,Student_897,3.6,70,93.6,A,Pass,73.2
898,Student_898,9.1,71,43.7,D,Pass,39.5
900,Student_900,1.8,58,66.9,C,Pass,53.0
902,Student_902,1.2,58,77.6,C,Pass,60.4
903,Student_903,2.6,64,95.6,A,Pass,73.8
904,Student_904,6.2,59,41.1,D,Pass,35.9
905,Student_905,4.8,73,68.6,C,Pass,56.3
907,Student_907,8.4,57,83.4,C,Pass,65.8
908,Student_908,4.1,73,81.6,C,Pass,65.2
909,Student_909,3.3,65,48.1,D,Pass,40.8
914,Student_914,4.7,53,52.6,D,Pass,43.1
916,Student_916,4.9,73,40.5,D,Pass,36.6
917,Student_917,3.7,68,70.0,C,Pass,56.5
920,Student_920,2.3,59,57.7,D,Pass,46.8
921,Student_921,8.8,74,40.9,D,Pass,37.8
922,Student_922,5.4,67,84.3,C,Pass,66.8
923,Student_923,9.1,68,70.0,C,Pass,57.6
925,Student_925,4.8,59,70.0,C,Pass,55.9
928,Student_928,5.9,54,79.5,C,Pass,62.2
935,Student_935,2.5,70,64.5,C,Pass,52.6
936,Student_936,3.5,66,64.4,C,Pass,52.4
937,Student_937,1.2,71,44.0,D,Pass,38.1
940,Student_940,6.2,64,88.5,B,Pass,69.6
943,Student_943,6.9,56,97.3,A,Pass,75.1
945,Student_945,2.9,60,58.0,D,Pass,47.2
946,Student_946,1.1,59,44.6,D,Pass,37.3
947,Student_947,2.2,58,70.0,C,Pass,55.2
948,Student_948,9.1,63,87.7,B,Pass,69.5
949,Student_949,8.9,62,82.4,C,Pass,65.7
950,Student_950,6.4,74,43.0,D,Pass,38.8
951,Student_951,6.4,51,70.0,C,Pass,55.4
953,Student_953,2.6,56,57.7,D,Pass,46.5
954,Student_954,9.2,70,53.9,D,Pass,46.6
955,Student_955,4.8,67,56.9,D,Pass,47.5
956,Student_956,4.4,52,88.2,B,Pass,67.8
961,Student_961,1.7,60,68.6,C,Pass,54.4
963,Student_963,3.2,73,78.4,C,Pass,62.8
965,Student_965,3.6,68,76.2,C,Pass,60.9
966,Student_966,4.2,53,61.5,C,Pass,49.2
979,Student_979,5.5,52,88.2,B,Pass,68.0
980,Student_980,6.4,58,73.2,C,Pass,58.3
981,Student_981,4.0,57,71.2,C,Pass,56.3
983,Student_983,2.0,55,86.5,B,Pass,66.4
986,Student_986,5.5,53,57.1,D,Pass,46.4
987,Student_987,7.2,62,70.0,C,Pass,56.6
989,Student_989,3.2,51,43.3,D,Pass,36.0
990,Student_990,8.4,54,84.9,C,Pass,66.5
994,Student_994,6.3,70,42.8,D,Pass,38.2
995,Student_995,4.2,57,56.6,D,Pass,46.2
997,Student_997,9.3,57,43.8,D,Pass,38.2
999,Student_999,9.6,52,40.2,D,Pass,35.3
