ID,Name,StudyHours,Attendance,Marks,Grades,Result,PerformanceScore
193,Student_193,9.1,61,86.5,B,Pass,68.5
198,Student_198,9.1,74,70.0,C,Pass,58.2
199,Student_199,9.0,54,85.9,B,Pass,67.3
204,Student_204,9.1,87,57.7,D,Pass,50.9
220,Student_220,8.6,94,74.9,C,Pass,63.6
227,Student_227,9.8,89,53.5,D,Pass,48.3
229,Student_229,9.0,62,65.9,C,Pass,54.1
231,Student_231,8.2,82,76.8,C,Pass,63.6
241,Student_241,9.5,62,90.8,A,Pass,71.7
242,Student_242,9.6,92,95.1,A,Pass,77.7
243,Student_243,9.2,94,55.1,D,Pass,49.8
246,Student_246,9.4,85,90.5,A,Pass,73.7
248,Student_248,9.7,87,86.6,B,Pass,71.3
249,Student_249,9.7,56,79.4,C,Pass,63.1
250,Student_250,8.7,54,50.6,D,Pass,42.6
253,Student_253,8.7,100,96.2,A,Pass,79.1
257,Student_257,9.4,59,83.6,C,Pass,66.3
262,Student_262,9.9,80,84.0,C,Pass,68.8
265,Student_265,8.9,51,70.5,C,Pass,56.2
271,Student_271,8.3,51,85.7,B,Pass,66.7
272,Student_272,8.3,81,49.6,D,Pass,44.5
273,Student_273,8.8,62,67.7,C,Pass,55.4
274,Student_274,9.2,95,40.6,D,Pass,39.8
277,Student_277,8.2,90,99.5,A,Pass,80.3
280,Student_280,8.2,80,88.0,B,Pass,71.2
281,Student_281,9.0,83,52.2,D,Pass,46.6
293,Student_293,8.4,83,52.1,D,Pass,46.4
306,Student_306,9.8,76,63.5,C,Pass,54.0
309,Student_309,8.2,71,40.2,D,Pass,36.9
314,Student_314,9.7,75,75.3,C,Pass,62.1
315,Student_315,8.5,67,68.9,C,Pass,56.6
325,Student_325,9.6,78,89.5,B,Pass,72.4
337,Student_337,8.7,95,66.0,C,Pass,57.4
352,Student_352,8.7,96,74.3,C,Pass,63.4
359,Student_359,9.5,66,89.9,B,Pass,71.4
365,Student_365,9.5,65,65.8,C,Pass,54.5
367,Student_367,9.7,69,90.5,A,Pass,72.2
368,Student_368,9.1,55,51.2,D,Pass,43.2
377,Student_377,8.6,98,83.8,C,Pass,70.2
379,Student_379,8.3,73,49.5,D,Pass,43.6
384,Student_384,8.9,65,97.4,A,Pass,76.5
386,Student_386,8.2,57,43.4,D,Pass,37.7
390,Student_390,8.3,78,94.4,A,Pass,75.5
391,Student_391,9.9,57,55.0,D,Pass,46.2
396,Student_396,9.4,56,43.9,D,Pass,38.2
397,Student_397,8.7,52,69.3,C,Pass,55.4
402,Student_402,9.1,69,71.9,C,Pass,59.0
404,Student_404,8.4,64,60.8,C,Pass,50.6
406,Student_406,9.1,79,41.3,D,Pass,38.6
409,Student_409,9.1,66,73.6,C,Pass,59.9
412,Student_412,9.6,85,65.1,C,Pass,56.0
413,Student_413,9.6,58,55.6,D,Pass,46.6
421,Student_421,8.1,62,70.0,C,Pass,56.8
422,Student_422,8.1,66,76.5,C,Pass,61.8
428,Student_428,9.0,95,70.0,C,Pass,60.3
438,Student_438,8.4,90,67.5,C,Pass,57.9
442,Student_442,9.9,100,91.0,A,Pass,75.7
445,Student_445,8.3,66,64.7,C,Pass,53.6
446,Student_446,9.5,61,79.1,C,Pass,63.4
447,Student_447,9.9,95,72.7,C,Pass,62.4
454,Student_454,9.2,82,52.1,D,Pass,46.5
465,Student_465,9.7,79,67.1,C,Pass,56.8
468,Student_468,8.8,75,41.6,D,Pass,38.4
470,Student_470,9.7,88,67.8,C,Pass,58.2
472,Student_472,9.7,87,72.3,C,Pass,61.2
474,Student_474,9.0,75,46.3,D,Pass,41.7
476,Student_476,9.9,99,89.3,B,Pass,74.4
479,Student_479,9.7,91,97.9,A,Pass,79.6
486,Student_486,9.1,58,87.9,B,Pass,69.1
489,Student_489,9.6,88,72.0,C,Pass,61.1
490,Student_490,9.0,80,49.5,D,Pass,44.4
499,Student_499,9.8,69,52.1,D,Pass,45.3
500,Student_500,9.9,96,51.1,D,Pass,47.3
504,Student_504,8.3,65,66.4,C,Pass,54.6
507,Student_507,9.2,71,92.9,A,Pass,74.0
508,Student_508,8.4,75,88.2,B,Pass,70.9
509,Student_509,9.5,52,70.3,C,Pass,56.3
513,Student_513,9.4,60,80.1,C,Pass,64.0
514,Student_514,8.8,67,78.1,C,Pass,63.1
518,Student_518,8.3,62,49.7,D,Pass,42.7
519,Student_519,9.9,74,40.8,D,Pass,37.9
523,Student_523,9.7,95,70.0,C,Pass,60.4
524,Student_524,8.6,85,44.8,D,Pass,41.6
525,Student_525,8.5,94,83.9,C,Pass,69.8
530,Student_530,8.8,93,82.6,C,Pass,68.9
531,Student_531,8.3,67,58.9,D,Pass,49.6
532,Student_532,10.0,55,68.3,C,Pass,55.3
533,Student_533,10.0,67,89.3,B,Pass,71.2
536,Student_536,9.5,86,70.0,C,Pass,59.5
537,Student_537,8.6,81,89.7,B,Pass,72.6
541,Student_541,9.6,59,89.6,B,Pass,70.5
552,Student_552,8.7,80,68.3,C,Pass,57.6
555,Student_555,8.9,86,47.6,D,Pass,43.7
569,Student_569,9.1,51,52.8,D,Pass,43.9
572,Student_572,8.1,85,79.2,C,Pass,65.6
575,Student_575,8.8,91,86.0,B,Pass,71.1
576,Student_576,9.5,100,87.3,B,Pass,73.0
578,Student_578,9.3,61,55.6,D,Pass,46.9
582,Student_582,9.8,89,46.7,D,Pass,43.6
595,Student_595,9.1,63,91.5,A,Pass,72.2
612,Student_612,8.2,74,70.0,C,Pass,58.0
615,Student_615,8.9,84,75.9,C,Pass,63.3
616,Student_616,9.3,86,57.8,D,Pass,50.9
619,Student_619,8.3,89,70.0,C,Pass,59.6
632,Student_632,9.1,78,70.0,C,Pass,58.6
646,Student_646,9.0,92,59.0,D,Pass,52.3
649,Student_649,8.1,86,76.1,C,Pass,63.5
662,Student_662,9.9,63,97.0,A,Pass,76.2
672,Student_672,9.1,86,48.4,D,Pass,44.3
676,Student_676,9.8,100,68.9,C,Pass,60.2
679,Student_679,9.7,91,56.8,D,Pass,50.8
680,Student_680,8.8,69,52.4,D,Pass,45.3
681,Student_681,8.4,99,71.0,C,Pass,61.3
685,Student_685,9.4,74,42.2,D,Pass,38.8
706,Student_706,9.9,57,65.3,C,Pass,53.4
708,Student_708,8.3,81,94.5,A,Pass,75.9
716,Student_716,9.4,75,78.2,C,Pass,64.1
717,Student_717,8.5,92,43.1,D,Pass,41.1
718,Student_718,9.7,59,55.5,D,Pass,46.7
721,Student_721,9.4,67,81.2,C,Pass,65.4
726,Student_726,8.6,89,47.3,D,Pass,43.7
728,Student_728,8.2,61,85.1,B,Pass,67.3
732,Student_732,8.3,95,96.5,A,Pass,78.7
736,Student_736,8.9,68,75.6,C,Pass,61.5
738,Student_738,8.3,65,78.2,C,Pass,62.9
746,Student_746,9.1,99,72.0,C,Pass,62.1
749,Student_749,9.2,82,65.3,C,Pass,55.8
752,Student_752,9.5,97,74.6,C,Pass,63.8
756,Student_756,8.1,80,60.6,C,Pass,52.0
759,Student_759,9.0,53,90.7,A,Pass,70.6
760,Student_760,8.1,83,81.5,C,Pass,67.0
768,Student_768,8.9,67,89.3,B,Pass,71.0
770,Student_770,8.4,90,95.0,A,Pass,77.2
772,Student_772,8.6,68,59.1,D,Pass,49.9
775,Student_775,8.2,50,76.1,C,Pass,59.9
786,Student_786,9.2,68,78.7,C,Pass,63.7
790,Student_790,9.5,98,64.6,C,Pass,56.9
796,Student_796,8.8,75,99.3,A,Pass,78.8
797,Student_797,9.4,60,67.2,C,Pass,54.9
800,Student_800,9.3,95,69.1,C,Pass,59.7
807,Student_807,9.4,70,63.3,C,Pass,53.2
808,Student_808,9.3,75,49.6,D,Pass,44.1
811,Student_811,9.9,51,67.5,C,Pass,54.3
812,Student_812,8.6,55,57.4,D,Pass,47.4
814,Student_814,9.3,78,47.0,D,Pass,42.6
815,Student_815,8.8,75,97.4,A,Pass,77.4
821,Student_821,8.2,86,57.3,D,Pass,50.3
826,Student_826,9.3,92,72.5,C,Pass,61.8
837,Student_837,9.2,92,60.5,C,Pass,53.4
844,Student_844,9.6,100,66.6,C,Pass,58.5
848,Student_848,10.0,62,99.6,A,Pass,77.9
854,Student_854,9.1,97,63.7,C,Pass,56.1
869,Student_869,8.8,62,92.6,A,Pass,72.8
870,Student_870,9.5,53,96.6,A,Pass,74.8
885,Student_885,8.2,91,91.9,A,Pass,75.1
892,Student_892,8.7,94,52.0,D,Pass,47.5
893,Student_893,8.5,91,46.6,D,Pass,43.4
898,Student_898,9.1,71,43.7,D,Pass,39.5
906,Student_906,9.0,91,70.0,C,Pass,59.9
907,Student_907,8.4,57,83.4,C,Pass,65.8
918,Student_918,9.5,85,80.6,C,Pass,66.8
921,Student_921,8.8,74,40.9,D,Pass,37.8
923,Student_923,9.1,68,70.0,C,Pass,57.6
924,Student_924,8.2,85,84.4,C,Pass,69.2
932,Student_932,8.5,93,45.3,D,Pass,42.7
933,Student_933,9.9,83,69.3,C,Pass,58.8
938,Student_938,9.2,97,60.9,C,Pass,54.2
944,Student_944,8.5,81,71.4,C,Pass,59.8
948,Student_948,9.1,63,87.7,B,Pass,69.5
949,Student_949,8.9,62,82.4,C,Pass,65.7
954,Student_954,9.2,70,53.9,D,Pass,46.6
972,Student_972,9.4,94,70.0,C,Pass,60.3
990,Student_990,8.4,54,84.9,C,Pass,66.5
991,Student_991,8.2,93,59.1,D,Pass,52.3
997,Student_997,9.3,57,43.8,D,Pass,38.2
999,Student_999,9.6,52,40.2,D,Pass,35.3
